Sat,Lat,Lon,Alt,Date
3,-32.0634285314,66.8740807196,20248233.5706286840,2019-06-10T00:50:30Z
4,52.1510699050,38.6298945134,20207538.2205968201,2019-06-10T00:50:30Z
5,54.4169774519,-47.1727745991,20101145.1181706637,2019-06-10T00:50:30Z
6,-8.4572249663,-13.3274269586,20194898.4789154232,2019-06-10T00:50:30Z
7,47.5679202369,32.3709768061,20501252.1294898391,2019-06-10T00:50:30Z
8,1.7703649042,101.4656818107,20070225.9075925946,2019-06-10T00:50:30Z
9,42.4677266093,59.6574474817,20162519.0044679716,2019-06-10T00:50:30Z
10,-25.6619560387,-158.6036556771,20251233.8127211854,2019-06-10T00:50:30Z
11,-38.9454017207,96.6398296411,20608757.5921232775,2019-06-10T00:50:30Z
12,-35.9863872461,-106.1855419234,20381992.0461235717,2019-06-10T00:50:30Z
13,17.5307397416,-59.3495150823,20126048.0619264394,2019-06-10T00:50:30Z
14,-45.1198155863,150.1037666750,19912757.0845785774,2019-06-10T00:50:30Z
15,-0.9656046766,-85.0970526911,19970461.7991535328,2019-06-10T00:50:30Z
16,56.3568952553,137.1271063813,20038923.0232844055,2019-06-10T00:50:30Z
17,-55.5947948411,-0.1217667958,19856239.9099990129,2019-06-10T00:50:30Z
18,-42.3787702061,118.0330288366,20481326.0247151628,2019-06-10T00:50:30Z
19,-47.8962195487,-25.6614264664,20436034.2945608646,2019-06-10T00:50:30Z
20,-4.4115851647,-149.2115741743,20274625.5826550350,2019-06-10T00:50:30Z
21,41.5393100793,-162.9806914993,20661054.2784129977,2019-06-10T00:50:30Z
22,-44.0650944813,83.2917916571,20053581.3243647851,2019-06-10T00:50:30Z
23,19.5856269654,84.9918849272,20090790.1873276718,2019-06-10T00:50:30Z
24,-49.4211591638,-80.5090487016,20249272.4219204150,2019-06-10T00:50:30Z
25,-11.8183167376,-130.5674932649,20360723.0195501260,2019-06-10T00:50:30Z
26,45.5474840651,173.0320664141,20224090.5388359763,2019-06-10T00:50:30Z
27,26.5402112611,120.5169456569,19997214.2492581606,2019-06-10T00:50:30Z
28,-24.7605375350,28.2954729566,19881713.8760376126,2019-06-10T00:50:30Z
29,36.7096300971,-104.7859740603,20165918.7275740057,2019-06-10T00:50:30Z
30,28.8867383383,7.1319359093,20284887.8218905106,2019-06-10T00:50:30Z
31,-4.7505314986,166.0045353683,20425478.1042152978,2019-06-10T00:50:30Z
32,-53.5365606487,172.9810538136,20133743.2635783888,2019-06-10T00:50:30Z
1,-54.5342370829,89.8936334888,20313701.6319974437,2019-06-10T00:50:45Z
2,20.1697482480,-37.6693902406,20310342.1603457145,2019-06-10T00:50:45Z
3,-32.1556832696,66.9106589325,20248249.3516049832,2019-06-10T00:50:45Z
4,52.1062892790,38.7575397350,20207518.6736021005,2019-06-10T00:50:45Z
5,54.4108785472,-47.0189797279,20101400.8354754224,2019-06-10T00:50:45Z
6,-8.5605692807,-13.3183348275,20194825.9941039756,2019-06-10T00:50:45Z
7,47.6314391151,32.4634854464,20500952.7975470833,2019-06-10T00:50:45Z
8,1.8748077983,101.4745239526,20070293.0271819122,2019-06-10T00:50:45Z
9,42.3898932166,59.7282913738,20162519.4399278313,2019-06-10T00:50:45Z
10,-25.5653076432,-158.5787650156,20251430.4102437980,2019-06-10T00:50:45Z
11,-38.8706440067,96.7001603984,20608418.2559048086,2019-06-10T00:50:45Z
12,-36.0763623740,-106.1435125959,20382158.1821138747,2019-06-10T00:50:45Z
13,17.6320810349,-59.3336334118,20125908.4372725412,2019-06-10T00:50:45Z
14,-45.1944840142,150.1884621417,19912684.8552253805,2019-06-10T00:50:45Z
15,-0.8635131327,-85.0833249832,19969987.9749235287,2019-06-10T00:50:45Z
16,56.3545759737,137.2930810802,20039449.6199257411,2019-06-10T00:50:45Z
17,-55.6209556190,0.0382472117,19856250.4201702699,2019-06-10T00:50:45Z
18,-42.3022012757,118.0999039069,20480669.7238772288,2019-06-10T00:50:45Z
19,-47.9651900560,-25.5720854494,20436234.2588805705,2019-06-10T00:50:45Z
20,-4.3117348867,-149.1994696879,20274458.1286389455,2019-06-10T00:50:45Z
21,41.6153162538,-162.9175870747,20662054.9015360847,2019-06-10T00:50:45Z
22,-44.1348620613,83.3762386278,20053318.7820927165,2019-06-10T00:50:45Z
23,19.4867672725,85.0126576218,20090020.4667603523,2019-06-10T00:50:45Z
24,-49.3685437726,-80.3979572438,20248785.7579218373,2019-06-10T00:50:45Z
25,-11.9194440466,-130.5571770127,20361035.1051008776,2019-06-10T00:50:45Z
26,45.4773230591,173.1169976658,20224269.7717208192,2019-06-10T00:50:45Z
27,26.6396622938,120.5429864009,19997271.1850776970,2019-06-10T00:50:45Z
28,-24.6589239863,28.3190663320,19882577.7834809162,2019-06-10T00:50:45Z
29,36.6184833442,-104.7409586014,20165924.6418647096,2019-06-10T00:50:45Z
30,28.9789072160,7.1648569201,20284809.9392093718,2019-06-10T00:50:45Z
31,-4.8513676614,166.0129237457,20425432.8359089680,2019-06-10T00:50:45Z
32,-53.5675524806,173.1236219128,20133875.8287909999,2019-06-10T00:50:45Z
1,-54.5012932258,90.0371221588,20313242.0279054232,2019-06-10T00:51:00Z
2,20.0717079162,-37.6507771229,20309260.9464712515,2019-06-10T00:51:00Z
3,-32.2478600396,66.9474378412,20248264.8743858226,2019-06-10T00:51:00Z
4,52.0612027139,38.8848023222,20207498.9576911815,2019-06-10T00:51:00Z
5,54.4043928175,-46.8652554291,20101656.8756107241,2019-06-10T00:51:00Z
6,-8.6639008270,-13.3092033884,20194753.5742999911,2019-06-10T00:51:00Z
7,47.6947495041,32.5563743430,20500651.9483529963,2019-06-10T00:51:00Z
8,1.9792472177,101.4833742495,20070360.8294633552,2019-06-10T00:51:00Z
9,42.3119050948,59.7988045195,20162519.9669850059,2019-06-10T00:51:00Z
10,-25.4686084439,-158.5540166959,20251626.7540168464,2019-06-10T00:51:00Z
11,-38.7957554785,96.7602358182,20608076.9485986233,2019-06-10T00:51:00Z
12,-36.1662448826,-106.1012450841,20382323.4066791572,2019-06-10T00:51:00Z
13,17.7333920896,-59.3176626881,20125769.1917743012,2019-06-10T00:51:00Z
14,-45.2689626510,150.2735448279,19912613.9277542457,2019-06-10T00:51:00Z
15,-0.7614163704,-85.0695986280,19969515.3089576811,2019-06-10T00:51:00Z
16,56.3518359851,137.4590163463,20039976.8232560717,2019-06-10T00:51:00Z
17,-55.6467124498,0.1985559962,19856262.4664503671,2019-06-10T00:51:00Z
18,-42.2254829501,118.1664705621,20480012.0099033415,2019-06-10T00:51:00Z
19,-48.0339582785,-25.4823410856,20436433.0019483715,2019-06-10T00:51:00Z
20,-4.2118759902,-149.1873838772,20274290.3608481176,2019-06-10T00:51:00Z
21,41.6911792317,-162.8541957294,20663053.2754292898,2019-06-10T00:51:00Z
22,-44.2044416179,83.4610357973,20053056.8503767923,2019-06-10T00:51:00Z
23,19.3878634595,85.0333334534,20089251.2632102668,2019-06-10T00:51:00Z
24,-49.3156664668,-80.2872316486,20248298.7297402546,2019-06-10T00:51:00Z
25,-12.0205500669,-130.5468081453,20361346.4641979188,2019-06-10T00:51:00Z
26,45.4069732141,173.2015596271,20224448.7815412916,2019-06-10T00:51:00Z
27,26.7390575022,120.5691811308,19997329.0969042927,2019-06-10T00:51:00Z
28,-24.5572677308,28.3425138420,19883443.2222837061,2019-06-10T00:51:00Z
29,36.5272397136,-104.6961973835,20165930.6720750481,2019-06-10T00:51:00Z
30,29.0710086963,7.1979487015,20284731.6342954859,2019-06-10T00:51:00Z
31,-4.9521966886,166.0213335635,20425386.5484779291,2019-06-10T00:51:00Z
32,-53.5981921656,173.2664870925,20134008.5618019179,2019-06-10T00:51:00Z
1,-54.4679980408,90.1802842148,20312781.7358241081,2019-06-10T00:51:15Z
2,19.9736223086,-37.6322588858,20308179.1845678687,2019-06-10T00:51:15Z
3,-32.3399584082,66.9844184023,20248280.1384705678,2019-06-10T00:51:15Z
4,52.0158113182,39.0116810758,20207479.0731875412,2019-06-10T00:51:15Z
5,54.3975205000,-46.7116057461,20101913.2373592257,2019-06-10T00:51:15Z
6,-8.7672194339,-13.3000321479,20194681.2196963839,2019-06-10T00:51:15Z
7,47.7578504217,32.6496440372,20500349.5829351395,2019-06-10T00:51:15Z
8,2.0836829926,101.4922331735,20070429.3140620701,2019-06-10T00:51:15Z
9,42.2337630469,59.8689879868,20162520.5860452428,2019-06-10T00:51:15Z
10,-25.3718587502,-158.5294099485,20251822.8435002118,2019-06-10T00:51:15Z
11,-38.7207367285,96.8200566890,20607733.6720431894,2019-06-10T00:51:15Z
12,-36.2560342712,-106.0587382945,20382487.7186300829,2019-06-10T00:51:15Z
13,17.8346726751,-59.3016022975,20125630.3258011043,2019-06-10T00:51:15Z
14,-45.3432504932,150.3590157545,19912544.3021205962,2019-06-10T00:51:15Z
15,-0.6593145812,-85.0558731481,19969043.8036582023,2019-06-10T00:51:15Z
16,56.3486754438,137.6249071398,20040504.6306916736,2019-06-10T00:51:15Z
17,-55.6720644110,0.3591555986,19856276.0486494154,2019-06-10T00:51:15Z
18,-42.1486159420,118.2327297852,20479352.8861106709,2019-06-10T00:51:15Z
19,-48.1025232087,-25.3921925081,20436630.5225270167,2019-06-10T00:51:15Z
20,-4.1120086457,-149.1753162814,20274122.2801548056,2019-06-10T00:51:15Z
21,41.7668983661,-162.7905165564,20664049.3954527602,2019-06-10T00:51:15Z
22,-44.2738322294,83.5461838957,20052795.5301347226,2019-06-10T00:51:15Z
23,19.2889157792,85.0539130435,20088482.5807789266,2019-06-10T00:51:15Z
24,-49.2625282563,-80.1768722835,20247811.3399378546,2019-06-10T00:51:15Z
25,-12.1216346259,-130.5363861574,20361657.0951954350,2019-06-10T00:51:15Z
26,45.3364354712,173.2857531440,20224627.5678128675,2019-06-10T00:51:15Z
27,26.8383965440,120.5955306907,19997387.9840214029,2019-06-10T00:51:15Z
28,-24.4555690991,28.3658163194,19884310.1884172335,2019-06-10T00:51:15Z
29,36.4358997540,-104.6516892328,20165936.8186316900,2019-06-10T00:51:15Z
30,29.1630424027,7.2312120841,20284652.9071188495,2019-06-10T00:51:15Z
31,-5.0530184295,166.0297652750,20425339.2420458719,2019-06-10T00:51:15Z
32,-53.6284788102,173.4096466822,20134141.4618166462,2019-06-10T00:51:15Z
1,-54.4343524878,90.3231170718,20312320.7580455542,2019-06-10T00:51:30Z
2,19.8754916547,-37.6138349234,20307096.8800026104,2019-06-10T00:51:30Z
3,-32.4319779403,67.0216015754,20248295.1433594376,2019-06-10T00:51:30Z
4,51.9701162029,39.1381748280,20207459.0204170533,2019-06-10T00:51:30Z
5,54.3902618445,-46.5580347126,20102169.9195040017,2019-06-10T00:51:30Z
6,-8.8705249297,-13.2908206114,20194608.9304839335,2019-06-10T00:51:30Z
7,47.8207408829,32.7432950575,20500045.7023289911,2019-06-10T00:51:30Z
8,2.1881149535,101.5011011967,20070498.4805978425,2019-06-10T00:51:30Z
9,42.1554678727,59.9388428461,20162521.2975145057,2019-06-10T00:51:30Z
10,-25.2750588697,-158.5049440066,20252018.6781541109,2019-06-10T00:51:30Z
11,-38.6455883466,96.8796238011,20607388.4280861467,2019-06-10T00:51:30Z
12,-36.3457300362,-106.0159911304,20382651.1167815849,2019-06-10T00:51:30Z
13,17.9359225599,-59.2854516242,20125491.8397190869,2019-06-10T00:51:30Z
14,-45.4173465334,150.4448759349,19912475.9782742932,2019-06-10T00:51:30Z
15,-0.5572079564,-85.0421480658,19968573.4614197277,2019-06-10T00:51:30Z
16,56.3450945204,137.7907484276,20041033.0396481976,2019-06-10T00:51:30Z
17,-55.6970105923,0.5200420197,19856291.1665718034,2019-06-10T00:51:30Z
18,-42.0716009609,118.2986825614,20478692.3558238111,2019-06-10T00:51:30Z
19,-48.1708838358,-25.3016388607,20436826.8193859383,2019-06-10T00:51:30Z
20,-4.0121330231,-149.1632664402,20273953.8874310739,2019-06-10T00:51:30Z
21,41.8424730077,-162.7265486510,20665043.2569779716,2019-06-10T00:51:30Z
22,-44.3430329715,83.6316836449,20052534.8222822398,2019-06-10T00:51:30Z
23,19.1899244837,85.0743970121,20087714.4235647805,2019-06-10T00:51:30Z
24,-49.2091301513,-80.0668794947,20247323.5910802335,2019-06-10T00:51:30Z
25,-12.2226975510,-130.5259105425,20361966.9964495115,2019-06-10T00:51:30Z
26,45.2657107684,173.3695790707,20224806.1300531104,2019-06-10T00:51:30Z
27,26.9376790752,120.6220359275,19997447.8457067721,2019-06-10T00:51:30Z
28,-24.3538284201,28.3889745936,19885178.6778444797,2019-06-10T00:51:30Z
29,36.3444640114,-104.6074329783,20165943.0819607265,2019-06-10T00:51:30Z
30,29.2550079567,7.2646479011,20284573.7576509230,2019-06-10T00:51:30Z
31,-5.1538327328,166.0382193340,20425290.9167394117,2019-06-10T00:51:30Z
32,-53.6584115283,173.5530979791,20134274.5280416980,2019-06-10T00:51:30Z
1,-54.4003575334,90.4656181807,20311859.0968670323,2019-06-10T00:51:45Z
2,19.7773161834,-37.5955046317,20306014.0381452851,2019-06-10T00:51:45Z
3,-32.5239181985,67.0589883230,20248309.8885535896,2019-06-10T00:51:45Z
4,51.9241184811,39.2642824419,20207438.7997081019,2019-06-10T00:51:45Z
5,54.3826171135,-46.4045463518,20102426.9208285958,2019-06-10T00:51:45Z
6,-8.9738171424,-13.2815682836,20194536.7068513520,2019-06-10T00:51:45Z
7,47.8834199004,32.8373279195,20499740.3075779192,2019-06-10T00:51:45Z
8,2.2925429304,101.5099787916,20070568.3286851011,2019-06-10T00:51:45Z
9,42.0770203681,60.0083701702,20162522.1017989963,2019-06-10T00:51:45Z
10,-25.1782091090,-158.4806181057,20252214.2574391812,2019-06-10T00:51:45Z
11,-38.5703109204,96.9389379461,20607041.2185842134,2019-06-10T00:51:45Z
12,-36.4353316712,-105.9730024924,20382813.5999528319,2019-06-10T00:51:45Z
13,18.0371415116,-59.2692100508,20125353.7338910662,2019-06-10T00:51:45Z
14,-45.4912497605,150.5311263746,19912408.9561596029,2019-06-10T00:51:45Z
15,-0.4550966875,-85.0284229033,19968104.2846293226,2019-06-10T00:51:45Z
16,56.3410934011,137.9565351840,20041562.0475407690,2019-06-10T00:51:45Z
17,-55.7215500951,0.6812112209,19856307.8200161234,2019-06-10T00:51:45Z
18,-41.9944387132,118.3643298780,20478030.4223748147,2019-06-10T00:51:45Z
19,-48.2390391454,-25.2106792983,20437021.8913012743,2019-06-10T00:51:45Z
20,-3.9122492924,-149.1512338937,20273785.1835487597,2019-06-10T00:51:45Z
21,41.9179025042,-162.6622911101,20666034.8553877138,2019-06-10T00:51:45Z
22,-44.4120429166,83.7175357583,20052274.7277330272,2019-06-10T00:51:45Z
23,19.0908898242,85.0947859776,20086946.7956631444,2019-06-10T00:51:45Z
24,-49.1554731617,-79.9572536071,20246835.4857363887,2019-06-10T00:51:45Z
25,-12.3237386686,-130.5153807932,20362276.1663181074,2019-06-10T00:51:45Z
26,45.1948000400,173.4530382692,20224984.4677816071,2019-06-10T00:51:45Z
27,27.0369047504,120.6486976913,19997508.6812324449,2019-06-10T00:51:45Z
28,-24.2520460212,28.4119894909,19886048.6865202263,2019-06-10T00:51:45Z
29,36.2529330286,-104.5634274528,20165949.4624877237,2019-06-10T00:51:45Z
30,29.3469049783,7.2982569878,20284494.1858646572,2019-06-10T00:51:45Z
31,-5.2546394473,166.0466961945,20425241.5726880878,2019-06-10T00:51:45Z
32,-53.6879894416,173.6968382479,20134407.7596846819,2019-06-10T00:51:45Z
1,-54.3660141511,90.6077850287,20311396.7545909733,2019-06-10T00:52:00Z
2,19.6790961225,-37.5772674082,20304930.6643684246,2019-06-10T00:52:00Z
3,-32.6157787430,67.0965796104,20248324.3735551164,2019-06-10T00:52:00Z
4,51.8778192678,39.3900028112,20207418.4113914073,2019-06-10T00:52:00Z
5,54.3745865819,-46.2511446762,20102684.2401170023,2019-06-10T00:52:00Z
6,-9.0770958995,-13.2722746685,20194464.5489852093,2019-06-10T00:52:00Z
7,47.9458864837,32.9317431255,20499433.3997332044,2019-06-10T00:52:00Z
8,2.3969667536,101.5188664307,20070638.8579329215,2019-06-10T00:52:00Z
9,41.9984213258,60.0775710345,20162522.9993051477,2019-06-10T00:52:00Z
10,-25.0813097730,-158.4564314839,20252409.5808163732,2019-06-10T00:52:00Z
11,-38.4949050350,96.9979999169,20606692.0454032049,2019-06-10T00:52:00Z
12,-36.5248386673,-105.9297712777,20382975.1669672653,2019-06-10T00:52:00Z
13,18.1383292970,-59.2528769580,20125216.0086766370,2019-06-10T00:52:00Z
14,-45.5649591593,150.6177680709,19912343.2357152589,2019-06-10T00:52:00Z
15,-0.3529809660,-85.0146971831,19967636.2756664380,2019-06-10T00:52:00Z
16,56.3366722881,138.1222623914,20042091.6517838985,2019-06-10T00:52:00Z
17,-55.7456820335,0.8426591246,19856326.0087752007,2019-06-10T00:52:00Z
18,-41.9171299022,118.4296727242,20477367.0891031325,2019-06-10T00:52:00Z
19,-48.3069881196,-25.1193129871,20437215.7370558381,2019-06-10T00:52:00Z
20,-3.8123576236,-149.1392181821,20273616.1693794131,2019-06-10T00:52:00Z
21,41.9931862007,-162.5977430331,20667024.1860761568,2019-06-10T00:52:00Z
22,-44.4808611344,83.8037409408,20052015.2473987490,2019-06-10T00:52:00Z
23,18.9918120510,85.1150805567,20086179.7011662163,2019-06-10T00:52:00Z
24,-49.1015582971,-79.8479949246,20246347.0264786407,2019-06-10T00:52:00Z
25,-12.4247578052,-130.5047964009,20362584.6031610966,2019-06-10T00:52:00Z
26,45.1237042171,173.5361316093,20225162.5805199854,2019-06-10T00:52:00Z
27,27.1360732221,120.6755168352,19997570.4898647517,2019-06-10T00:52:00Z
28,-24.1502222284,28.4348618347,19886920.2103910595,2019-06-10T00:52:00Z
29,36.1613073457,-104.5196714920,20165955.9606376514,2019-06-10T00:52:00Z
30,29.4387330855,7.3320401823,20284414.1917344928,2019-06-10T00:52:00Z
31,-5.3554384216,166.0551963112,20425191.2100243494,2019-06-10T00:52:00Z
32,-53.7172116792,173.8408647214,20134541.1559542567,2019-06-10T00:52:00Z
1,-54.3313233208,90.7496151390,20310933.7335248925,2019-06-10T00:52:15Z
2,19.5808316993,-37.5591226518,20303846.7640472166,2019-06-10T00:52:15Z
3,-32.7075591320,67.1343764056,20248338.5978670195,2019-06-10T00:52:15Z
4,51.8312196799,39.5153348605,20207397.8558001891,2019-06-10T00:52:15Z
5,54.3661705373,-46.0978336871,20102941.8761536889,2019-06-10T00:52:15Z
6,-9.1803610282,-13.2629392690,20194392.4570699856,2019-06-10T00:52:15Z
7,48.0081396400,33.0265411645,20499124.9798540026,2019-06-10T00:52:15Z
8,2.5013862529,101.5277645868,20070710.0679449998,2019-06-10T00:52:15Z
9,41.9196715349,60.1464465166,20162523.9904395938,2019-06-10T00:52:15Z
10,-24.9843611651,-158.4323833821,20252604.6477470174,2019-06-10T00:52:15Z
11,-38.4193712732,97.0568105077,20606340.9104180038,2019-06-10T00:52:15Z
12,-36.6142505127,-105.8862963809,20383135.8166526183,2019-06-10T00:52:15Z
13,18.2394856820,-59.2364517248,20125078.6644320637,2019-06-10T00:52:15Z
14,-45.6384737110,150.7048020131,19912278.8168744445,2019-06-10T00:52:15Z
15,-0.2508609834,-85.0009704272,19967169.4369029626,2019-06-10T00:52:15Z
16,56.3318313997,138.2879250411,20042621.8497915491,2019-06-10T00:52:15Z
17,-55.7694055337,1.0043816144,19856345.7326361090,2019-06-10T00:52:15Z
18,-41.8396752282,118.4947120912,20476702.3593556546,2019-06-10T00:52:15Z
19,-48.3747297369,-25.0275391048,20437408.3554392233,2019-06-10T00:52:15Z
20,-3.7124581862,-149.1272188459,20273446.8457943685,2019-06-10T00:52:15Z
21,42.0683234393,-162.5329035212,20668011.2444488481,2019-06-10T00:52:15Z
22,-44.5494866915,83.8902998884,20051756.3821891025,2019-06-10T00:52:15Z
23,18.8926914137,85.1352813647,20085413.1441630311,2019-06-10T00:52:15Z
24,-49.0473865671,-79.7391037302,20245858.2158826850,2019-06-10T00:52:15Z
25,-12.5257547865,-130.4941568563,20362892.3053403087,2019-06-10T00:52:15Z
26,45.0524242272,173.6188599684,20225340.4677918963,2019-06-10T00:52:15Z
27,27.2351841417,120.7024942151,19997633.2708643265,2019-06-10T00:52:15Z
28,-24.0483573659,28.4575924450,19887793.2453953773,2019-06-10T00:52:15Z
29,36.0695874995,-104.4761639351,20165962.5768349431,2019-06-10T00:52:15Z
30,29.5304918944,7.3659983248,20284333.7752363607,2019-06-10T00:52:15Z
31,-5.4562295040,166.0637201390,20425139.8288835958,2019-06-10T00:52:15Z
32,-53.7460773784,173.9851746002,20134674.7160601653,2019-06-10T00:52:15Z
1,-54.2962860290,90.8911060710,20310470.0359814912,2019-06-10T00:52:30Z
2,19.4825231403,-37.5410697633,20302762.3425595239,2019-06-10T00:52:30Z
3,-32.7992589214,67.1723796797,20248352.5609932505,2019-06-10T00:52:30Z
4,51.7843208364,39.6402775449,20207377.1332700029,2019-06-10T00:52:30Z
5,54.3573692796,-45.9446173737,20103199.8277235776,2019-06-10T00:52:30Z
6,-9.2836123556,-13.2535615874,20194320.4312880710,2019-06-10T00:52:30Z
7,48.0701783739,33.1217225119,20498815.0490073785,2019-06-10T00:52:30Z
8,2.6058012585,101.5366737329,20070781.9583197050,2019-06-10T00:52:30Z
9,41.8407717808,60.2149976961,20162525.0756091923,2019-06-10T00:52:30Z
10,-24.8873635877,-158.4084730435,20252799.4576928131,2019-06-10T00:52:30Z
11,-38.3437102156,97.1153705138,20605987.8155125566,2019-06-10T00:52:30Z
12,-36.7035666930,-105.8425766933,20383295.5478408709,2019-06-10T00:52:30Z
13,18.3406104317,-59.2199337281,20124941.7015103847,2019-06-10T00:52:30Z
14,-45.7117923926,150.7922291818,19912215.6995647922,2019-06-10T00:52:30Z
15,-0.1487369313,-84.9872421578,19966703.7707031220,2019-06-10T00:52:30Z
16,56.3265709695,138.4535181341,20043152.6389771216,2019-06-10T00:52:30Z
17,-55.7927197347,1.1663745353,19856366.9913801812,2019-06-10T00:52:30Z
18,-41.7620753886,118.5594489721,20476036.2364865988,2019-06-10T00:52:30Z
19,-48.4422629722,-24.9353568410,20437599.7452476807,2019-06-10T00:52:30Z
20,-3.6125511499,-149.1152354261,20273277.2136647068,2019-06-10T00:52:30Z
21,42.1433135598,-162.4677716783,20668996.0259227194,2019-06-10T00:52:30Z
22,-44.6179186516,83.9772132881,20051498.1330117360,2019-06-10T00:52:30Z
23,18.7935281611,85.1553890152,20084647.1287394240,2019-06-10T00:52:30Z
24,-48.9929589808,-79.6305802862,20245369.0565275326,2019-06-10T00:52:30Z
25,-12.6267294379,-130.4834616486,20363199.2712194771,2019-06-10T00:52:30Z
26,44.9809609947,173.7012242313,20225518.1291230395,2019-06-10T00:52:30Z
27,27.3342371585,120.7296306901,19997697.0234861709,2019-06-10T00:52:30Z
28,-23.9464517565,28.4801821390,19888667.7874634005,2019-06-10T00:52:30Z
29,35.9777740244,-104.4329036248,20165969.3115033694,2019-06-10T00:52:30Z
30,29.6221810196,7.4001322579,20284252.9363477044,2019-06-10T00:52:30Z
31,-5.5570125427,166.0722681335,20425087.4294041246,2019-06-10T00:52:30Z
32,-53.7745856842,174.1297650533,20134808.4392132014,2019-06-10T00:52:30Z
1,-54.2609032685,91.0322554204,20310005.6642785892,2019-06-10T00:52:45Z
2,19.3841706712,-37.5231081446,20301677.4052858613,2019-06-10T00:52:45Z
3,-32.8908776647,67.2105904063,20248366.2624387406,2019-06-10T00:52:45Z
4,51.7371238576,39.7648298494,20207356.2441388592,2019-06-10T00:52:45Z
5,54.3481831211,-45.7914997130,20103458.0936120525,2019-06-10T00:52:45Z
6,-9.3868497081,-13.2441411249,20194248.4718197435,2019-06-10T00:52:45Z
7,48.1320016872,33.2172876292,20498503.6082683057,2019-06-10T00:52:45Z
8,2.7102116001,101.5455943422,20070854.5286500603,2019-06-10T00:52:45Z
9,41.7617228457,60.2832256549,20162526.2552209869,2019-06-10T00:52:45Z
10,-24.7903173414,-158.3846997138,20252994.0101157725,2019-06-10T00:52:45Z
11,-38.2679224402,97.1736807318,20605632.7625798807,2019-06-10T00:52:45Z
12,-36.7927866907,-105.7986111034,20383454.3593683913,2019-06-10T00:52:45Z
13,18.4417033102,-59.2033223434,20124805.1202613488,2019-06-10T00:52:45Z
14,-45.7849141776,150.8800505493,19912153.8837083913,2019-06-10T00:52:45Z
15,-0.0466090012,-84.9735118972,19966239.2794235311,2019-06-10T00:52:45Z
16,56.3208912475,138.6190366817,20043684.0167535096,2019-06-10T00:52:45Z
17,-55.8156237881,1.3286336949,19856389.7847829796,2019-06-10T00:52:45Z
18,-41.6843310774,118.6238843616,20475368.7238576114,2019-06-10T00:52:45Z
19,-48.5095867973,-24.8427653971,20437789.9052842557,2019-06-10T00:52:45Z
20,-3.5126366842,-149.1032674637,20273107.2738612443,2019-06-10T00:52:45Z
21,42.2181558988,-162.4023466101,20669978.5259261318,2019-06-10T00:52:45Z
22,-44.6861560755,84.0644818179,20051240.5007723048,2019-06-10T00:52:45Z
23,18.6943225410,85.1754041203,20083881.6589780115,2019-06-10T00:52:45Z
24,-48.9382765468,-79.5224248345,20244879.5509955101,2019-06-10T00:52:45Z
25,-12.7276815842,-130.4727102664,20363505.4991642982,2019-06-10T00:52:45Z
26,44.9093154402,173.7832252903,20225695.5640411116,2019-06-10T00:52:45Z
27,27.4332319203,120.7569271223,19997761.7469795868,2019-06-10T00:52:45Z
28,-23.8445057212,28.5026317307,19889543.8325172439,2019-06-10T00:52:45Z
29,35.8858674516,-104.3898894068,20165976.1650661603,2019-06-10T00:52:45Z
30,29.7138000735,7.4344428268,20284171.6750474796,2019-06-10T00:52:45Z
31,-5.6577873857,166.0808407506,20425034.0117271841,2019-06-10T00:52:45Z
32,-53.8027357499,174.2746332179,20134942.3246252723,2019-06-10T00:52:45Z
1,-54.2251760382,91.1730608191,20309540.6207390726,2019-06-10T00:53:00Z
2,19.2857745168,-37.5052371995,20300591.9576092996,2019-06-10T00:53:00Z
3,-32.9824149133,67.2490095622,20248379.7017093562,2019-06-10T00:53:00Z
4,51.6896298659,39.8889907896,20207335.1887471229,2019-06-10T00:53:00Z
5,54.3386123866,-45.6384846690,20103716.6726050228,2019-06-10T00:53:00Z
6,-9.4900729119,-13.2346773820,20194176.5788431838,2019-06-10T00:53:00Z
7,48.1936085793,33.3132369640,20498190.6587196961,2019-06-10T00:53:00Z
8,2.8146171075,101.5545268881,20070927.7785237096,2019-06-10T00:53:00Z
9,41.6825255082,60.3511314768,20162527.5296821892,2019-06-10T00:53:00Z
10,-24.6932227256,-158.3610626414,20253188.3044782653,2019-06-10T00:53:00Z
11,-38.1920085228,97.2317419595,20605275.7535220273,2019-06-10T00:53:00Z
12,-36.8819099860,-105.7543984970,20383612.2500757836,2019-06-10T00:53:00Z
13,18.5427640810,-59.1866169438,20124668.9210314564,2019-06-10T00:53:00Z
14,-45.8578380354,150.9682670787,19912093.3692218326,2019-06-10T00:53:00Z
15,0.0555226150,-84.9597791673,19965775.9654131457,2019-06-10T00:53:00Z
16,56.3147924990,138.7844757064,20044215.9805330783,2019-06-10T00:53:00Z
17,-55.8381168584,1.4911548630,19856414.1126143113,2019-06-10T00:53:00Z
18,-41.6064429859,118.6880192563,20474699.8248376325,2019-06-10T00:53:00Z
19,-48.5767001801,-24.7497639868,20437978.8343587406,2019-06-10T00:53:00Z
20,-3.4127149583,-149.0913145000,20272937.0272545256,2019-06-10T00:53:00Z
21,42.2928497904,-162.3366274251,20670958.7398988530,2019-06-10T00:53:00Z
22,-44.7541980211,84.1521061464,20050983.4863744788,2019-06-10T00:53:00Z
23,18.5950748006,85.1953272905,20083116.7389581688,2019-06-10T00:53:00Z
