Sat,Lat,Lon,Alt,Date
15,-10.0074700617,-86.3826303950,20016958.8805240244,2019-06-10T00:28:15Z
16,54.9033489854,122.7895650600,19994797.2374139056,2019-06-10T00:28:15Z
17,-51.7858835522,-12.8222180261,19861463.3598158732,2019-06-10T00:28:15Z
18,-48.4999671846,110.7382064871,20533695.9466921203,2019-06-10T00:28:15Z
19,-41.0595405425,-32.1234911342,20413514.7571043670,2019-06-10T00:28:15Z
20,-13.2424521844,-150.4209161563,20288166.0250683427,2019-06-10T00:28:15Z
21,34.2724843813,-167.5602365812,20563584.9471435435,2019-06-10T00:28:15Z
22,-37.2059028932,77.0735440821,20079275.5961562991,2019-06-10T00:28:15Z
23,28.1740020593,82.6747628319,20160860.5898908488,2019-06-10T00:28:15Z
24,-52.9358903841,-91.7492030905,20290825.9731421545,2019-06-10T00:28:15Z
25,-2.7526891422,-131.3339689460,20330242.6311997473,2019-06-10T00:28:15Z
26,50.9128625776,163.9238200643,20207310.2518141940,2019-06-10T00:28:15Z
27,17.5030986560,118.7212132039,19996126.3186532669,2019-06-10T00:28:15Z
28,-33.5878602104,25.5007994017,19811424.7961529456,2019-06-10T00:28:15Z
29,44.3578844328,-109.9609743642,20165803.8145167045,2019-06-10T00:28:15Z
30,20.4550400189,4.7915011593,20290135.7140408233,2019-06-10T00:28:15Z
31,4.2344493321,165.2894992816,20425418.4877463281,2019-06-10T00:28:15Z
32,-49.4914195349,161.7151206100,20122716.0730492398,2019-06-10T00:28:15Z
1,-55.9678391709,76.2192900977,20351587.5610020831,2019-06-10T00:28:30Z
2,28.6835573628,-39.7844038957,20403732.5130390078,2019-06-10T00:28:30Z
3,-23.6852783432,64.3362737058,20245894.4754296690,2019-06-10T00:28:30Z
4,54.7748264655,26.1265743565,20208565.6429999769,2019-06-10T00:28:30Z
5,53.4451448371,-60.5082404593,20080050.1202844195,2019-06-10T00:28:30Z
6,0.6676524077,-14.0299065463,20201503.3502134904,2019-06-10T00:28:30Z
7,41.2689680910,25.6301835881,20521552.0120041221,2019-06-10T00:28:30Z
8,-7.4142726613,100.6640379715,20067022.4112856016,2019-06-10T00:28:30Z
9,48.6074533690,52.0157065666,20162792.8405196145,2019-06-10T00:28:30Z
10,-33.9273741269,-161.4491206283,20233004.2403117381,2019-06-10T00:28:30Z
11,-44.9358549763,90.2453084092,20630709.3243956976,2019-06-10T00:28:30Z
12,-27.7582171202,-109.0714750518,20363953.3578316085,2019-06-10T00:28:30Z
13,8.5194446629,-60.4662610343,20139767.4721480981,2019-06-10T00:28:30Z
14,-37.9131026409,144.0340332010,19924201.3703413531,2019-06-10T00:28:30Z
15,-9.9066173799,-86.3668488250,20016392.4646431059,2019-06-10T00:28:30Z
16,54.9372209963,122.9401004130,19995259.6009136327,2019-06-10T00:28:30Z
17,-51.8432931344,-12.6990370731,19861337.1078789942,2019-06-10T00:28:30Z
18,-48.4399165670,110.8358914852,20533177.7459984273,2019-06-10T00:28:30Z
19,-41.1429392356,-32.0657550364,20413817.6774259917,2019-06-10T00:28:30Z
20,-13.1440794666,-150.4052443171,20288030.0012304708,2019-06-10T00:28:30Z
21,34.3589603110,-167.5189668510,20564765.8487932570,2019-06-10T00:28:30Z
22,-37.2890977022,77.1303958773,20078962.6425394863,2019-06-10T00:28:30Z
23,28.0802039007,82.7068630361,20160061.5750219338,2019-06-10T00:28:30Z
24,-52.9104280586,-91.6100182204,20290381.5284460597,2019-06-10T00:28:30Z
25,-2.8550610404,-131.3264082313,20330612.5795090050,2019-06-10T00:28:30Z
26,50.8636214491,164.0434865422,20207507.1360467896,2019-06-10T00:28:30Z
27,17.6063152124,118.7366006587,19996094.2476160303,2019-06-10T00:28:30Z
28,-33.4915994868,25.5411301277,19812137.3223045431,2019-06-10T00:28:30Z
29,44.2779636962,-109.8883145434,20165801.1569846123,2019-06-10T00:28:30Z
30,20.5518892972,4.8122700848,20290095.1316492707,2019-06-10T00:28:30Z
31,4.1335707019,165.2977678051,20425464.0639007092,2019-06-10T00:28:30Z
32,-49.5495836364,161.8244988348,20122830.4151488803,2019-06-10T00:28:30Z
1,-55.9688529669,76.3777507565,20351197.7094687149,2019-06-10T00:28:45Z
2,28.5905812550,-39.7547046636,20402721.1538454667,2019-06-10T00:28:45Z
3,-23.7829248996,64.3586075935,20245930.9384350628,2019-06-10T00:28:45Z
4,54.7607519334,26.2793818131,20208561.9276702702,2019-06-10T00:28:45Z
5,53.4725268274,-60.3637972370,20080272.6248635016,2019-06-10T00:28:45Z
6,0.5638264582,-14.0224098190,20201426.1509342343,2019-06-10T00:28:45Z
7,41.3473553336,25.6923919380,20521389.3032928258,2019-06-10T00:28:45Z
8,-7.3101909296,100.6740164758,20067028.6208698079,2019-06-10T00:28:45Z
9,48.5467876209,52.1191812777,20162786.7499758564,2019-06-10T00:28:45Z
10,-33.8366048993,-161.4083674559,20233220.9955985621,2019-06-10T00:28:45Z
11,-44.8752073156,90.3308428769,20630549.5430057086,2019-06-10T00:28:45Z
12,-27.8546602985,-109.0464929926,20364194.5783681534,2019-06-10T00:28:45Z
13,8.6226262691,-60.4559922165,20139596.3223886825,2019-06-10T00:28:45Z
14,-38.0010056170,144.0891552354,19924015.0775919333,2019-06-10T00:28:45Z
15,-9.8057420638,-86.3511120427,20015826.9649664424,2019-06-10T00:28:45Z
16,54.9707180930,123.0909855711,19995722.7970098034,2019-06-10T00:28:45Z
17,-51.9004095262,-12.5753812169,19861212.3853584304,2019-06-10T00:28:45Z
18,-48.3796412394,110.9332035287,20532657.8688767515,2019-06-10T00:28:45Z
19,-41.2262101425,-32.0077155410,20414119.5119717568,2019-06-10T00:28:45Z
20,-13.0456819085,-150.3896343852,20287893.5858292691,2019-06-10T00:28:45Z
21,34.4453404276,-167.4774918691,20565944.9570731893,2019-06-10T00:28:45Z
22,-37.3721738164,77.1875146505,20078650.2093921155,2019-06-10T00:28:45Z
23,27.9863348663,82.7388036801,20159262.7033038102,2019-06-10T00:28:45Z
24,-52.8846231222,-91.4710652560,20289936.5069350563,2019-06-10T00:28:45Z
25,-2.9574257849,-131.3188369631,20330981.9541382007,2019-06-10T00:28:45Z
26,50.8140974845,164.1627647291,20207703.8490500674,2019-06-10T00:28:45Z
27,17.7095011314,118.7520774545,19996063.1920659319,2019-06-10T00:28:45Z
28,-33.3952587226,25.5812266704,19812851.7034951970,2019-06-10T00:28:45Z
29,44.1978833966,-109.8160224014,20165798.5765205026,2019-06-10T00:28:45Z
30,20.6486986900,4.8331449210,20290054.1346977912,2019-06-10T00:28:45Z
31,4.0326860552,165.3060180672,20425508.6215492785,2019-06-10T00:28:45Z
32,-49.6074914442,161.9342845840,20122944.9990471080,2019-06-10T00:28:45Z
1,-55.9694709044,76.5362271910,20350806.9879399911,2019-06-10T00:29:00Z
2,28.4975354214,-39.7251615671,20401708.7834736779,2019-06-10T00:29:00Z
3,-23.8805243641,64.3810688303,20245967.1896342523,2019-06-10T00:29:00Z
4,54.7462957389,26.4320375831,20208558.0250709094,2019-06-10T00:29:00Z
5,53.4995497685,-60.2190919788,20080495.5604244769,2019-06-10T00:29:00Z
6,0.4599990522,-14.0149151831,20201348.9913199134,2019-06-10T00:29:00Z
7,41.4256080248,25.7549023337,20521225.0174210630,2019-06-10T00:29:00Z
8,-7.2060975456,100.6839611431,20067035.5249595121,2019-06-10T00:29:00Z
9,48.4858832369,52.2222577105,20162780.7173953913,2019-06-10T00:29:00Z
10,-33.7457507509,-161.3678352646,20233437.5467156880,2019-06-10T00:29:00Z
11,-44.8143675283,90.4160667998,20630387.6657173596,2019-06-10T00:29:00Z
12,-27.9510460127,-109.0213566767,20364435.0072116144,2019-06-10T00:29:00Z
13,8.7257953399,-60.4456826754,20139425.5060826465,2019-06-10T00:29:00Z
14,-38.0887918210,144.1445611941,19923830.0678651854,2019-06-10T00:29:00Z
15,-9.7048443187,-86.3354195387,20015262.3845005259,2019-06-10T00:29:00Z
16,55.0038392249,123.2422175439,19996186.8232275955,2019-06-10T00:29:00Z
17,-51.9572313629,-12.4512507316,19861089.1925938874,2019-06-10T00:29:00Z
18,-48.3191421627,111.0301429002,20532136.3179138862,2019-06-10T00:29:00Z
19,-41.3093525897,-31.9493714444,20414420.2589573562,2019-06-10T00:29:00Z
20,-12.9472597099,-150.3740858392,20287756.7797313221,2019-06-10T00:29:00Z
21,34.5316242999,-167.4358107588,20567122.2664178722,2019-06-10T00:29:00Z
22,-37.4551305948,77.2449014114,20078338.2978223003,2019-06-10T00:29:00Z
23,27.8923953138,82.7705855583,20158463.9789964259,2019-06-10T00:29:00Z
24,-52.8584762647,-91.3323468766,20289490.9108111039,2019-06-10T00:29:00Z
25,-3.0597832249,-131.3112546886,20331350.7533147931,2019-06-10T00:29:00Z
26,50.7642917939,164.2816539394,20207900.3901412599,2019-06-10T00:29:00Z
27,17.8126561768,118.7676442192,19996033.1518392712,2019-06-10T00:29:00Z
28,-33.2988384427,25.6210901919,19813567.9364897311,2019-06-10T00:29:00Z
29,44.1176444100,-109.7440966429,20165796.0735565946,2019-06-10T00:29:00Z
30,20.7454679425,4.8541263055,20290012.7230546512,2019-06-10T00:29:00Z
31,3.9317955416,165.3142505179,20425552.1605575942,2019-06-10T00:29:00Z
32,-49.6651418326,162.0444778413,20123059.8238874115,2019-06-10T00:29:00Z
1,-55.9696929268,76.6947148935,20350415.3982072510,2019-06-10T00:29:15Z
2,28.4044201910,-39.6957738277,20400695.4069311731,2019-06-10T00:29:15Z
3,-23.9780764527,64.4036581370,20246003.2284870706,2019-06-10T00:29:15Z
4,54.7314583574,26.5845378067,20208553.9352931529,2019-06-10T00:29:15Z
5,53.5262128673,-60.0741276158,20080718.9257360213,2019-06-10T00:29:15Z
6,0.3561703470,-14.0074221788,20201271.8717512712,2019-06-10T00:29:15Z
7,41.5037254698,25.8177158321,20521059.1547360346,2019-06-10T00:29:15Z
8,-7.1019926886,100.6938724678,20067043.1236554906,2019-06-10T00:29:15Z
9,48.4247412970,52.3249361174,20162774.7431259677,2019-06-10T00:29:15Z
10,-33.6548121611,-161.3275230345,20233653.8930702358,2019-06-10T00:29:15Z
11,-44.7533364054,90.5009805320,20630223.6935254149,2019-06-10T00:29:15Z
12,-28.0473739457,-108.9960652839,20364674.6428510435,2019-06-10T00:29:15Z
13,8.8289516961,-60.4353319114,20139255.0238980800,2019-06-10T00:29:15Z
